Cancer	Gene_symbol	Ensembl_ID	Gene_biotype	ENTREZID	Onco_gene_OncoVar	P_value	FDR	OncoVar_Score	CGC	OncoKB	OncoVar	MutPanning	2020Rule	CTAT	HCD	Intogen	Oncogene	TSgene	CGCPointMut	FASMIC	MouseMut	PMID_29056346	PMID_29056346_collected_known	TCGA_papers	DriverDBv3	Therapeutic_target_in_PMID_30971826	Consensus_Score	Driver Level
PanCancer	ACOT11	ENSG00000162390	protein_coding	26027	N	0.411477889096899	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ACOT7	ENSG00000097021	protein_coding	11332	N	0.454856464791949	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ACP6	ENSG00000265277	protein_coding	51205	N	0.46788991566103	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ACTA1	ENSG00000143632	protein_coding	58	N	0.357276859131628	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ACTL8	ENSG00000117148	protein_coding	81569	N	0.0114879024694491	0.530730697796722	0.474697170824524	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ACTN2	ENSG00000077522	protein_coding	88	N	0.326332165359332	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ACTRT2	ENSG00000169717	protein_coding	140625	N	0.555002820926533	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADAM15	ENSG00000143537	protein_coding	8751	N	0.457341410330035	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADAM30	ENSG00000134249	protein_coding	11085	N	0.408278044376759	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADAMTS4	ENSG00000158859	protein_coding	9507	N	0.367694414918396	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADAMTSL4	ENSG00000143382	protein_coding	54507	N	0.34437476241118	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADAR	ENSG00000160710	protein_coding	103	N	0.213820796695902	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	0	0
PanCancer	ADCY10	ENSG00000143199	protein_coding	55811	N	0.490072679444757	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADGRB2	ENSG00000121753	protein-coding	576	N	0.340816419029989	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADGRL2	ENSG00000117114	protein-coding	23266	N	0.152426824752013	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADGRL4	ENSG00000162618	protein-coding	64123	N	0.0609031493235112	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADIPOR1	ENSG00000159346	protein_coding	51094	N	0.206772668334122	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADORA1	ENSG00000163485	protein_coding	134	N	0.0292663446261983	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADORA3	ENSG00000121933	protein_coding	140	N	0.134115565380396	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ADPRHL2	ENSG00000116863	protein_coding	54936	N	0.510836272199676	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ADSS	ENSG00000035687	protein_coding	159	N	0.185373529401067	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AGBL4	ENSG00000186094	protein_coding	84871	N	0.0762286343677847	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AGL	ENSG00000162688	protein_coding	178	N	0.171034380086184	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AGMAT	ENSG00000116771	protein_coding	79814	N	0.319292545392714	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AGO1	ENSG00000092847	protein_coding	26523	N	0.210061515734063	0.596573590279973	0.46618351258099	N	Oncogene	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	10	2
PanCancer	AGO3	ENSG00000126070	protein_coding	192669	N	0.422653033081224	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AGO4	ENSG00000134698	protein_coding	192670	N	0.224801918848546	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AGRN	ENSG00000188157	protein_coding	375790	N	0.0624018267989482	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	1	1
PanCancer	AGT	ENSG00000135744	protein_coding	183	N	0.470320374194006	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AGTRAP	ENSG00000177674	protein_coding	57085	N	0.417301743421825	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AHCTF1	ENSG00000153207	protein_coding	25909	N	0.124589074977062	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	1	1
PanCancer	AHCYL1	ENSG00000168710	protein_coding	10768	N	0.367593383719548	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	N	N	N	Y	Y	3	2
PanCancer	AHDC1	ENSG00000126705	protein_coding	27245	N	0.355836802939501	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AIDA	ENSG00000186063	protein_coding	64853	N	0.184039575785381	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AIM1L	ENSG00000176092	protein_coding	55057	N	0.596417676185267	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	AIM2	ENSG00000163568	protein_coding	9447	N	0.0180344877788087	0.596573590279973	0.46618351258099	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	11	3
PanCancer	AJAP1	ENSG00000196581	protein_coding	55966	N	0.34632140488684	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	1	1
PanCancer	AK2	ENSG00000004455	protein_coding	204	N	0.0941835858798019	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AK4	ENSG00000162433	protein_coding	205	N	0.478694960230424	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AK5	ENSG00000154027	protein_coding	26289	N	0.278602696358059	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AKIRIN1	ENSG00000174574	protein_coding	79647	N	0.452688874432246	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AKNAD1	ENSG00000162641	protein_coding	254268	N	0.174754445350272	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AKR1A1	ENSG00000117448	protein_coding	10327	N	0.163015875412555	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AKR7A2	ENSG00000053371	protein_coding	8574	N	0.262674691356761	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AKR7A3	ENSG00000162482	protein_coding	22977	N	0.452162934044677	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AKR7L	ENSG00000211454	polymorphic_pseudogene	246181	N	0.402501855643959	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	AKT3	ENSG00000117020	protein_coding	10000	Y	0.248400549266364	0.596573590279973	0.46618351258099	2	Oncogene	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	21	4
PanCancer	ALDH4A1	ENSG00000159423	protein_coding	8659	N	0.424801617368246	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ALDH9A1	ENSG00000143149	protein_coding	223	N	0.325779571860308	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ALG14	ENSG00000172339	protein_coding	199857	N	0.390264906892397	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ALG6	ENSG00000088035	protein_coding	29929	N	0.136465738322441	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ALPL	ENSG00000162551	protein_coding	249	N	0.340299194146007	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	1	1
PanCancer	ALX3	ENSG00000156150	protein_coding	257	N	0.392892153496182	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AMIGO1	ENSG00000181754	protein_coding	57463	N	0.516948283993531	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AMPD1	ENSG00000116748	protein_coding	270	N	0.342919928772821	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AMPD2	ENSG00000116337	protein_coding	271	N	0.427899921408109	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AMY1A	ENSG00000237763	protein_coding	276	N	0.311301230174266	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AMY1B	ENSG00000174876	protein-coding	277	N	0.292251773287378	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AMY1C	ENSG00000187733	protein-coding	278	N	0.297924364140031	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AMY2A	ENSG00000243480	protein_coding	279	N	0.189669059248409	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AMY2B	ENSG00000240038	protein_coding	280	N	0.0564282018019141	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ANGEL2	ENSG00000174606	protein_coding	90806	N	0.344619807469471	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ANGPTL1	ENSG00000116194	protein_coding	9068	N	0.432312251785054	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ANGPTL3	ENSG00000132855	protein_coding	27329	N	0.167418567809041	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ANGPTL7	ENSG00000171819	protein_coding	10218	N	0.566739361738617	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ANKRD13C	ENSG00000118454	protein_coding	81573	N	0.311634461021385	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ANKRD34A	ENSG00000272031	protein_coding	284615	N	0.11075833812906	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ANKRD35	ENSG00000263773	protein_coding	148741	N	0.420527801163113	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ANKRD45	ENSG00000183831	protein_coding	339416	N	0.495562135615919	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ANP32E	ENSG00000265346	protein_coding	81611	N	0.071329639655105	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ANXA9	ENSG00000143412	protein_coding	8416	N	0.427541480629716	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AP4B1	ENSG00000134262	protein_coding	10717	N	0.495775396104939	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	APCS	ENSG00000132703	protein_coding	325	N	0.59651265877937	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	APH1A	ENSG00000266334	protein_coding	51107	N	0.152659381384738	0.596573590279973	0.46618351258099	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	10	2
PanCancer	APITD1	ENSG00000175279	protein_coding	378708	N	0.596573590279973	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	1	1
PanCancer	APOA1BP	ENSG00000163382	protein_coding	128240	N	0.534108670068441	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	APOA2	ENSG00000158874	protein_coding	336	N	0.518798956910981	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	APOBEC4	ENSG00000173627	protein_coding	403314	N	0.339868371664982	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	AQP10	ENSG00000143595	protein_coding	89872	N	0.177485125170817	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ARF1	ENSG00000143761	protein_coding	375	N	0.544400679182489	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	Y	Y	2	2
PanCancer	ARHGAP29	ENSG00000137962	protein_coding	9411	N	0.16354635948793	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	Y	N	2	2
PanCancer	ARHGAP30	ENSG00000186517	protein_coding	257106	N	0.451724597376779	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ARHGEF10L	ENSG00000074964	protein_coding	55160	N	0.0852171905184512	0.596573590279973	0.46618351258099	2	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	11	3
PanCancer	ARHGEF11	ENSG00000132694	protein_coding	9826	N	0.40976058061988	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ARHGEF16	ENSG00000130762	protein_coding	27237	N	0.42449639973164	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ARHGEF19	ENSG00000142632	protein_coding	128272	N	0.415772338251741	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ARHGEF2	ENSG00000116584	protein_coding	9181	N	0.415689858900533	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	2	2
PanCancer	ARID1A	ENSG00000117713	protein_coding	8289	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	N	Y	Y	Y	Y	Y	N	50	4
PanCancer	ARID4B	ENSG00000054267	protein_coding	51742	N	0.00404241413465955	0.27242936181435	0.523349158873997	N	TSG	N	N	N	N	N	Y	N	N	N	N	Y	N	N	N	Y	N	12	3
PanCancer	ARL8A	ENSG00000143862	protein_coding	127829	N	0.373456679794442	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ARMH1	ENSG00000198520	protein-coding	339541	N	0.448061484902306	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ARNT	ENSG00000143437	protein_coding	405	Y	0.0239608257554699	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	ARPC5	ENSG00000162704	protein_coding	10092	N	0.173924688888097	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ARTN	ENSG00000117407	protein_coding	9048	N	0.306907716007762	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ARV1	ENSG00000173409	protein_coding	64801	N	0.0498423260826098	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ASAP3	ENSG00000088280	protein_coding	55616	N	0.531438023276063	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ASB17	ENSG00000154007	protein_coding	127247	N	0.0263344777800165	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ASH1L	ENSG00000116539	protein_coding	55870	N	0.241254717914547	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	N	Y	N	2	2
PanCancer	ASPM	ENSG00000066279	protein_coding	259266	N	0.562274856507534	0.596573590279973	0.46618351258099	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	Y	2	2
PanCancer	ASTN1	ENSG00000152092	protein_coding	460	N	0.596572410590854	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATAD3A	ENSG00000197785	protein_coding	55210	N	0.279072053504881	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATAD3B	ENSG00000160072	protein_coding	83858	N	0.195872623258646	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATAD3C	ENSG00000215915	protein_coding	219293	N	0.0902828608723718	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ATF3	ENSG00000162772	protein_coding	467	N	0.443121847759115	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	2	2
PanCancer	ATF6	ENSG00000118217	protein_coding	22926	N	0.249958548570363	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATG4C	ENSG00000125703	protein_coding	84938	N	0.213015190926138	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATP13A2	ENSG00000159363	protein_coding	23400	N	0.450005373274997	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATP1A1	ENSG00000163399	protein_coding	476	Y	0.0376459880041957	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	Y	Y	22	4
PanCancer	ATP1A2	ENSG00000018625	protein_coding	477	N	0.0466343098215506	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATP1A4	ENSG00000132681	protein_coding	480	N	0.405831740410782	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATP1B1	ENSG00000143153	protein_coding	481	N	0.0350032140895582	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	2	2
PanCancer	ATP2B4	ENSG00000058668	protein_coding	493	N	0.289512271457466	0.596573590279973	0.46618351258099	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	10	2
PanCancer	ATP5F1	ENSG00000116459	protein_coding	515	N	0.454807942482155	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	0	0
PanCancer	ATP5IF1	ENSG00000130770	protein-coding	93974	N	0.231362533965486	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ATP5PB	ENSG00000116459	protein-coding	515	N	0.179810568362953	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ATP6V0B	ENSG00000117410	protein_coding	533	N	0.426997305506749	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0
PanCancer	ATP6V1G3	ENSG00000151418	protein_coding	127124	N	0.447446020842738	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	ATP8B2	ENSG00000143515	protein_coding	57198	N	0.216727297862986	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATPAF1	ENSG00000123472	protein_coding	64756	N	0.362110979943752	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATPIF1	ENSG00000130770	protein_coding	93974	N	0.507508957509419	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ATXN7L2	ENSG00000162650	protein_coding	127002	N	0.493362737282935	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AUNIP	ENSG00000127423	protein_coding	79000	N	0.443437680704354	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	AURKAIP1	ENSG00000175756	protein_coding	54998	N	0.310853523321423	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AVPR1B	ENSG00000265027	protein_coding	553	N	0.150621491945746	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AXDND1	ENSG00000162779	protein_coding	126859	N	0.211921887057874	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	AZIN2	ENSG00000142920	protein-coding	113451	N	0.431216275615235	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	B3GALNT2	ENSG00000162885	protein_coding	148789	N	0.356827163321087	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	B3GALT2	ENSG00000162630	protein_coding	8707	N	0.178793693275185	0.596573590279973	0.46618351258099	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
